Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Ecotype,env_biome,env_feature,env_material,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,isol_growth_condt,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,plant_body_site,Platform,ReleaseDate,samp_mat_process,Sample Name,source_material_ID,SRA Study
SRR6658437,AMPLICON,600,24816711,PRJNA430505,SAMN08428351,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",18175760,UNIVERSITY OF TUEBINGEN,27-Mar-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with low usage intensity,public road,plant matter,SRX3635784,Germany,Europe,"Germany: Tuebingen\, road K6911",Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.D9_sample284,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,284_Epi_K6911_Spring_2016_plant8,284,SRP131882
SRR6658438,AMPLICON,601,45285972,PRJNA430505,SAMN08428281,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",34360487,UNIVERSITY OF TUEBINGEN,19-Mar-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,farm,track,plant matter,SRX3635783,Germany,Europe,Germany: Kirchentellinsfurt,Arabidopsis thaliana,Illumina MiSeq,missing,48.506827 N 8.936418 E,BacV3.D8_sample214,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,214_Epi_JUG_Spring_2015_plant19,214,SRP131882
SRR6658439,AMPLICON,601,45960838,PRJNA430505,SAMN08428337,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",33539239,UNIVERSITY OF TUEBINGEN,01-Dec-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with low usage intensity,public road,plant matter,SRX3635782,Germany,Europe,"Germany: Tuebingen\, road K6911",Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.D7_sample270,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,270_Endo_K6911_Fall_2015_plant7,270,SRP131882
SRR6658440,AMPLICON,601,53955349,PRJNA430505,SAMN08428434,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",40970006,UNIVERSITY OF TUEBINGEN,19-Mar-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,farm,track,plant matter,SRX3635781,Germany,Europe,Germany: Kirchentellinsfurt,Arabidopsis thaliana,Illumina MiSeq,missing,48.506827 N 8.936418 E,BacV3.D6_sample369,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,369_Endo_JUG_Spring_2015_plant19,369,SRP131882
SRR6658441,AMPLICON,601,55537807,PRJNA430505,SAMN08428217,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",40187999,UNIVERSITY OF TUEBINGEN,02-Apr-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with low usage intensity,railway,plant matter,SRX3635780,Germany,Europe,Germany: Eyach,Arabidopsis thaliana,Illumina MiSeq,missing,48.506827 N 8.936418 E,BacV3.D5_sample150,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,150_Endo_EY_Spring_2014_plant6,150,SRP131882
SRR6658442,AMPLICON,601,19905914,PRJNA430505,SAMN08428145,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",14706148,UNIVERSITY OF TUEBINGEN,01-Dec-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with high usage intensity,residencial building,plant matter,SRX3635779,Germany,Europe,Germany: Ergenzingen,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.D47_sample78,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,78_Epi_ERG_Fall_2015_plant24,78,SRP131882
SRR6658443,AMPLICON,600,42153343,PRJNA430505,SAMN08428107,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",31343697,UNIVERSITY OF TUEBINGEN,02-Apr-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with high usage intensity,residencial building,plant matter,SRX3635778,Germany,Europe,Germany: Ergenzingen,Arabidopsis thaliana,Illumina MiSeq,missing,48.506827 N 8.936418 E,BacV3.D46_sample40,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,40_Epi_ERG_Spring_2014_plant2,40,SRP131882
SRR6658444,AMPLICON,600,42384579,PRJNA430505,SAMN08428182,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",30922991,UNIVERSITY OF TUEBINGEN,27-Mar-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with high usage intensity,residencial building,plant matter,SRX3635777,Germany,Europe,Germany: Ergenzingen,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.D45_sample115,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,115_Endo_ERG_Spring_2016_plant25,115,SRP131882
SRR6658445,AMPLICON,600,5615823,PRJNA430505,SAMN08428377,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",3801118,UNIVERSITY OF TUEBINGEN,05-Dec-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with low usage intensity,public road,plant matter,SRX3635776,Germany,Europe,"Germany: Tuebingen\, road K6911",Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.I21_sample310,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,310_Epi_K6911_Fall_2016_plant16,310,SRP131882
SRR6658446,AMPLICON,598,2526768,PRJNA430505,SAMN08428108,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",1707617,UNIVERSITY OF TUEBINGEN,02-Apr-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with high usage intensity,residencial building,plant matter,SRX3635775,Germany,Europe,Germany: Ergenzingen,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.I20_sample41,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,41_Epi_ERG_Spring_2014_plant3,41,SRP131882
SRR6658447,AMPLICON,600,2523459,PRJNA430505,SAMN08428380,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",1741139,UNIVERSITY OF TUEBINGEN,05-Dec-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with low usage intensity,public road,plant matter,SRX3635774,Germany,Europe,"Germany: Tuebingen\, road K6911",Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.I18_sample313,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,313_Epi_K6911_Fall_2016_plant19,313,SRP131882
SRR6658448,AMPLICON,600,1234475,PRJNA430505,SAMN08428153,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",861314,UNIVERSITY OF TUEBINGEN,02-Apr-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with low usage intensity,railway,plant matter,SRX3635773,Germany,Europe,Germany: Eyach,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.I17_sample86,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,86_Epi_EY_Spring_2014_plant2,86,SRP131882
SRR6658449,AMPLICON,601,45159997,PRJNA430505,SAMN08428138,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",29938105,UNIVERSITY OF TUEBINGEN,27-Mar-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with high usage intensity,public road,plant matter,SRX3635772,Germany,Europe,"Germany: Rottenburg am Neckar\, Wendelsheim",Arabidopsis thaliana,Illumina MiSeq,missing,48.506827 N 8.936418 E,BacV3.I2_sample71,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,71_Endo_WH_Spring_2016_plant29,71,SRP131882
SRR6658450,AMPLICON,600,5722029,PRJNA430505,SAMN08428362,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",3869498,UNIVERSITY OF TUEBINGEN,05-Dec-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with high usage intensity,residencial building,plant matter,SRX3635771,Germany,Europe,Germany: Ergenzingen,Arabidopsis thaliana,Illumina MiSeq,missing,48.506827 N 8.936418 E,BacV3.I19_sample295,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,295_Epi_ERG_Fall_2016_plant36,295,SRP131882
SRR6658451,AMPLICON,601,14650773,PRJNA430505,SAMN08428417,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",9550664,UNIVERSITY OF TUEBINGEN,06-Dec-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of cropland,farm,plant matter,SRX3635770,Germany,Europe,Germany: Tuebingen,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.I14_sample350,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,350_Endo_PFN_Fall_2016_plant22,350,SRP131882
SRR6658452,AMPLICON,601,44448599,PRJNA430505,SAMN08428403,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",30633231,UNIVERSITY OF TUEBINGEN,05-Dec-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with low usage intensity,railway,plant matter,SRX3635769,Germany,Europe,Germany: Eyach,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.I13_sample336,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,336_Endo_EY_Fall_2016_plant36,336,SRP131882
SRR6658453,AMPLICON,601,56181958,PRJNA430505,SAMN08428391,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",36932488,UNIVERSITY OF TUEBINGEN,05-Dec-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with high usage intensity,residencial building,plant matter,SRX3635768,Germany,Europe,Germany: Ergenzingen,Arabidopsis thaliana,Illumina MiSeq,missing,48.506827 N 8.936418 E,BacV3.I16_sample324,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,324_Endo_ERG_Fall_2016_plant34,324,SRP131882
SRR6658454,AMPLICON,601,17963208,PRJNA430505,SAMN08428392,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",12081961,UNIVERSITY OF TUEBINGEN,05-Dec-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with high usage intensity,residencial building,plant matter,SRX3635767,Germany,Europe,Germany: Ergenzingen,Arabidopsis thaliana,Illumina MiSeq,missing,48.506827 N 8.936418 E,BacV3.I15_sample325,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,325_Endo_ERG_Fall_2016_plant35,325,SRP131882
SRR6658455,AMPLICON,600,22392306,PRJNA430505,SAMN08428080,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",15457662,UNIVERSITY OF TUEBINGEN,18-Mar-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with high usage intensity,public road,plant matter,SRX3635766,Germany,Europe,"Germany: Rottenburg am Neckar\, Wendelsheim",Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.F7_sample13,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,13_Epi_WH_Spring_2015_plant13,13,SRP131882
SRR6658456,AMPLICON,600,39865233,PRJNA430505,SAMN08428165,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",27219413,UNIVERSITY OF TUEBINGEN,03-Dec-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with high usage intensity,residencial building,plant matter,SRX3635765,Germany,Europe,Germany: Ergenzingen,Arabidopsis thaliana,Illumina MiSeq,missing,48.506827 N 8.936418 E,BacV3.F6_sample98,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,98_Endo_ERG_Fall_2014_plant8,98,SRP131882
SRR6658457,AMPLICON,600,40989324,PRJNA430505,SAMN08428237,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",28544787,UNIVERSITY OF TUEBINGEN,27-Mar-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with low usage intensity,railway,plant matter,SRX3635764,Germany,Europe,Germany: Eyach,Arabidopsis thaliana,Illumina MiSeq,missing,48.506827 N 8.936418 E,BacV3.F43_sample170,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,170_Epi_EY_Spring_2016_plant31,170,SRP131882
SRR6658458,AMPLICON,600,23838330,PRJNA430505,SAMN08428315,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",16310931,UNIVERSITY OF TUEBINGEN,03-Dec-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of cropland,farm,plant matter,SRX3635763,Germany,Europe,Germany: Tuebingen,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.F42_sample248,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,248_Epi_PFN_Fall_2014_plant6,248,SRP131882
SRR6658459,AMPLICON,600,33897382,PRJNA430505,SAMN08428183,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",22853033,UNIVERSITY OF TUEBINGEN,27-Mar-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with high usage intensity,residencial building,plant matter,SRX3635762,Germany,Europe,Germany: Ergenzingen,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.F45_sample116,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,116_Endo_ERG_Spring_2016_plant26,116,SRP131882
SRR6658460,AMPLICON,600,43561868,PRJNA430505,SAMN08428086,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",29828001,UNIVERSITY OF TUEBINGEN,01-Dec-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with high usage intensity,public road,plant matter,SRX3635761,Germany,Europe,"Germany: Rottenburg am Neckar\, Wendelsheim",Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.F44_sample19,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,19_Epi_WH_Fall_2015_plant19,19,SRP131882
SRR6658461,AMPLICON,600,13267836,PRJNA430505,SAMN08428141,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",9099754,UNIVERSITY OF TUEBINGEN,01-Dec-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with high usage intensity,residencial building,plant matter,SRX3635760,Germany,Europe,Germany: Ergenzingen,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.F47_sample74,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,74_Epi_ERG_Fall_2015_plant20,74,SRP131882
SRR6658462,AMPLICON,600,25530553,PRJNA430505,SAMN08428285,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",17743422,UNIVERSITY OF TUEBINGEN,01-Dec-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,farm,track,plant matter,SRX3635759,Germany,Europe,Germany: Kirchentellinsfurt,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.F46_sample218,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,218_Epi_JUG_Fall_2015_plant24,218,SRP131882
SRR6658463,AMPLICON,600,45384439,PRJNA430505,SAMN08428305,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",30312870,UNIVERSITY OF TUEBINGEN,28-Mar-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of cropland,farm,plant matter,SRX3635758,Germany,Europe,Germany: Tuebingen,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.F5_sample238,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,238_Endo_PFN_Spring_2016_plant17,238,SRP131882
SRR6658464,AMPLICON,600,19366902,PRJNA430505,SAMN08428096,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",13461142,UNIVERSITY OF TUEBINGEN,18-Mar-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with high usage intensity,residencial building,plant matter,SRX3635757,Germany,Europe,Germany: Ergenzingen,Arabidopsis thaliana,Illumina MiSeq,missing,48.506827 N 8.936418 E,BacV3.F48_sample29,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,29_Epi_ERG_Spring_2015_plant17,29,SRP131882
SRR6658465,AMPLICON,600,12272837,PRJNA430505,SAMN08428374,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",8528671,UNIVERSITY OF TUEBINGEN,05-Dec-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with low usage intensity,railway,plant matter,SRX3635756,Germany,Europe,Germany: Eyach,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.H48_sample307,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,307_Epi_EY_Fall_2016_plant37,307,SRP131882
SRR6658466,AMPLICON,600,3230728,PRJNA430505,SAMN08428157,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",2203927,UNIVERSITY OF TUEBINGEN,02-Apr-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with low usage intensity,railway,plant matter,SRX3635755,Germany,Europe,Germany: Eyach,Arabidopsis thaliana,Illumina MiSeq,missing,48.506827 N 8.936418 E,BacV3.H5_sample90,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,90_Epi_EY_Spring_2014_plant6,90,SRP131882
SRR6658467,AMPLICON,600,8512801,PRJNA430505,SAMN08428372,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",5763357,UNIVERSITY OF TUEBINGEN,05-Dec-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with low usage intensity,railway,plant matter,SRX3635754,Germany,Europe,Germany: Eyach,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.H6_sample305,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,305_Epi_EY_Fall_2016_plant35,305,SRP131882
SRR6658468,AMPLICON,600,46829493,PRJNA430505,SAMN08428136,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",30333301,UNIVERSITY OF TUEBINGEN,27-Mar-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with high usage intensity,public road,plant matter,SRX3635753,Germany,Europe,"Germany: Rottenburg am Neckar\, Wendelsheim",Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.H7_sample69,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,69_Endo_WH_Spring_2016_plant27,69,SRP131882
SRR6658469,AMPLICON,600,42025948,PRJNA430505,SAMN08428097,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",28977586,UNIVERSITY OF TUEBINGEN,18-Mar-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with high usage intensity,residencial building,plant matter,SRX3635752,Germany,Europe,Germany: Ergenzingen,Arabidopsis thaliana,Illumina MiSeq,missing,48.506827 N 8.936418 E,BacV3.H8_sample30,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,30_Epi_ERG_Spring_2015_plant18,30,SRP131882
SRR6658470,AMPLICON,600,45759626,PRJNA430505,SAMN08428391,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",29339645,UNIVERSITY OF TUEBINGEN,05-Dec-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with high usage intensity,residencial building,plant matter,SRX3635751,Germany,Europe,Germany: Ergenzingen,Arabidopsis thaliana,Illumina MiSeq,missing,48.506827 N 8.936418 E,BacV3.H9_sample324,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,324_Endo_ERG_Fall_2016_plant34,324,SRP131882
SRR6658471,AMPLICON,601,43023074,PRJNA430505,SAMN08428231,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",28106892,UNIVERSITY OF TUEBINGEN,27-Mar-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with low usage intensity,railway,plant matter,SRX3635750,Germany,Europe,Germany: Eyach,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.I1_sample164,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,164_Endo_EY_Spring_2016_plant26,164,SRP131882
