Sequence_ID	Tour_ID	Site_ID	Plant_ID	Albugo	Necrosis	Host_Species	ClimateZ	Land_cov	Site_name	Site_Name	Correct_Species	For	Lat	Long	HpA_plant	HpA_where	HpA_site	Albugo_tour	Developmental_state	R_diameter	Rosette_color	Herbivory	Disease_RL	Ath.Ath	Ath.other	Growing_on	Humidity_ground	Slope	Sun	Site_type	Site_category	Aspect	Ground_cover	Ground_type	Heterogeneity	Strata_herbs	Strata_shrubs	Strata_trees	Strata_wall_shrub	Strata_wall_tree	Strata_road	Strata_water	Elevation	Date	Air_temp	Air_hum	Soil_temp	Soil_hum	Pop_size	tmax	tmin	vap	ppt	srad	soil	ws	aet	def	PDSI	vpd	pet
PA1236.P093.BNE_rep	BNE	P0093	PA1236	NA	NA	Soil	Cfb	14	Lille	Lille		M	51.2502	4.81116	0		1	0	3	3	1	1	1	6	2	6	4	1	2	2	1	A	2	3	1	35	15	NA	NA	15	35	NA	5	20180423	21.3	51.3	20.3	4.57	100	10.4714285714286	4.12857142857143	0.844285714285714	69.5714285714286	66.2857142857143	57.2857142857143	4.3	31	1.28571428571429	-1.54285714285714	0.244285714285714	32.2857142857143
PA1238.P093.BNE	BNE	P0093	PA1238	NA	NA	Soil	Cfb	14	Lille	Lille		M	51.2502	4.81116	0		1	0	3	2	2, 4, 2007	3	3	6	3	6	4	1	2	2	1	A	2	3	1	35	15	NA	NA	15	35	NA	5	20180423	21.3	51.3	20.3	4.57	100	10.4714285714286	4.12857142857143	0.844285714285714	69.5714285714286	66.2857142857143	57.2857142857143	4.3	31	1.28571428571429	-1.54285714285714	0.244285714285714	32.2857142857143
PA1243.P094.BNE	BNE	P0094	PA1243	NA	NA	Soil	Cfb	14	Haasdonk	Haasdonk		M	51.16745	4.2268	0		1	0	1	2	1	1	1	1	5	6	3	4	3	11	2	S	3	3	1	75	10	5	NA	NA	15	NA	12	20180424	15.4	68.5	14.4	10.84	200	10.4571428571429	4.42857142857143	0.872857142857143	72.2857142857143	66.1428571428571	63.2857142857143	5.01428571428571	31.4285714285714	1	-0.228571428571429	0.221428571428571	32.4285714285714
PA1244.P094.BNE	BNE	P0094	PA1244	NA	NA	Soil	Cfb	14	Haasdonk	Haasdonk		M	51.16745	4.2268	0		1	0	2	3	1	3	1	4	6	6	3	4	2	11	2	S	3	3	1	75	10	5	NA	NA	15	NA	12	20180424	15.4	68.5	14.4	10.84	200	10.4571428571429	4.42857142857143	0.872857142857143	72.2857142857143	66.1428571428571	63.2857142857143	5.01428571428571	31.4285714285714	1	-0.228571428571429	0.221428571428571	32.4285714285714
PA1246.P095.BNE	BNE	P0095	PA1246	NA	NA	Soil	Cfb	30	Ertvelde	Ertvelde		M	51.16784	3.76163	0		1	0	1	2	2	1	1	6	3	6	3	1	3	11	2	A	3	3	1	80	NA	10	NA	NA	10	NA	1	20180424	14.8	73.3	15.4	4.7	500	10.2428571428571	4.78571428571429	0.877142857142857	74.2857142857143	66	69.2857142857143	5.37142857142857	32.4285714285714	0.571428571428571	0.0142857142857143	0.22	33
PA1248.P095.BNE	BNE	P0095	PA1248	NA	NA	Soil	Cfb	30	Ertvelde	Ertvelde		M	51.16784	3.76163	0		1	0	4	4	2	2	1	6	1	6	3	1	3	11	2	A	3	3	1	80	NA	10	NA	NA	10	NA	1	20180424	14.8	73.3	15.4	4.7	500	10.2428571428571	4.78571428571429	0.877142857142857	74.2857142857143	66	69.2857142857143	5.37142857142857	32.4285714285714	0.571428571428571	0.0142857142857143	0.22	33
PA1255.P096.BNE	BNE	P0096	PA1255	NA	NA	Soil	Cfb	90	Nazareth	Nazareth		M	50.93634	3.62578	0		1	0	4	3	5	2	1	6	3	6	3	1	2	11	2	A	4	3, 5	1	45	NA	15	5	15	20	NA	-2	20180424	21.2	54.1	21.9	9.31	2000	10.2857142857143	4.6	0.867142857142857	74.5714285714286	66.4285714285714	71.5714285714286	4.78571428571429	31.2857142857143	1.28571428571429	-0.0571428571428571	0.224285714285714	32.5714285714286
PA1256.P096.BNE	BNE	P0096	PA1256	NA	NA	Soil	Cfb	20	Nazareth	Nazareth		M	50.93634	3.62578	0		1	0	4	3	4, 5, 2007	3	1	6	3	5, 6	3	1	2	11	2	A	4	3, 5	1	45	NA	15	5	15	20	NA	-2	20180424	21.2	54.1	21.9	9.31	2000	10.2857142857143	4.6	0.867142857142857	74.5714285714286	66.4285714285714	71.5714285714286	4.78571428571429	31.2857142857143	1.28571428571429	-0.0571428571428571	0.224285714285714	32.5714285714286
PA1259.P188.BNE	BNE	P0188	PA1259	NA	NA	Soil	Cfb	20	Affligem	Affligem		M	50.89959	4.12158	0		1	0	3	3	1, 5	2	1	6	3	6	2	1	1	11	2	A	2	3	1	90	NA	NA	NA	NA	10	NA	32	20180424	21.3	57.3	20.6	0.92	50	10.6142857142857	4.25714285714286	0.857142857142857	70.8571428571429	66.4285714285714	62.5714285714286	4.45714285714286	31.1428571428571	1.85714285714286	-0.314285714285714	0.24	33
PA1262.P188.BNE	BNE	P0188	PA1262	NA	NA	Soil	Cfb	20	Affligem	Affligem		M	50.89959	4.12158	0		1	0	3	4	5, 8	3	1	6	3	6	2	1	1	11	2	A	2	3	1	90	NA	NA	NA	NA	10	NA	32	20180424	21.3	57.3	20.6	0.92	50	10.6142857142857	4.25714285714286	0.857142857142857	70.8571428571429	66.4285714285714	62.5714285714286	4.45714285714286	31.1428571428571	1.85714285714286	-0.314285714285714	0.24	33
PA1266.P189.BNE	BNE	P0189	PA1266	NA	NA	Soil	Cfb	20	Meerbeek	Meerbeek		M	50.88866	4.60247	0		1	0	3	2	1	3	1	6	6	6	2	1	2	11	2	A	3	3	1	70	NA	NA	NA	20	10	NA	37	20180424	19.5	55.2	17	4.37	100	10.7857142857143	4.07142857142857	0.844285714285714	66.4285714285714	66.8571428571429	60.5714285714286	4.27142857142857	31.1428571428571	2.42857142857143	-1.74285714285714	0.258571428571429	33.7142857142857
PA1268.P189.BNE	BNE	P0189	PA1268	NA	NA	Soil	Cfb	30	Meerbeek	Meerbeek		M	50.88866	4.60247	0		1	0	4	4	1, 4, 2007	2	3	6	3	6	2	1	2	11	2	A	3	3	1	70	NA	NA	NA	20	10	NA	37	20180424	19.5	55.2	17	4.37	100	10.7857142857143	4.07142857142857	0.844285714285714	66.4285714285714	66.8571428571429	60.5714285714286	4.27142857142857	31.1428571428571	2.42857142857143	-1.74285714285714	0.258571428571429	33.7142857142857
PA1271.P195.IRE	IRE	P0195	PA1271	NA	NA	Soil	Cfb	30	Gorey	Gorey		M	52.67437	-6.29735	0		1	0	3	3	1	4	NA	3	4	6, 4	3	1	4	6	1	A	3	2, 3	2	40	NA	NA	NA	40	20	NA	69	20180430	21	34.9	11.1	5.3	1000	10.0428571428571	4.17142857142857	0.872857142857143	104.142857142857	63.2857142857143	77	5.88571428571429	29.2857142857143	0	1.7	0.17	29.2857142857143
PA1271.P195.IRE_rep	IRE	P0195	PA1271	NA	NA	Soil	Cfb	20	Gorey	Gorey		M	52.67437	-6.29735	0		1	0	3	3	1	4	NA	3	4	6, 4	3	1	4	6	1	A	3	2, 3	2	40	NA	NA	NA	40	20	NA	69	20180430	21	34.9	11.1	5.3	1000	10.0428571428571	4.17142857142857	0.872857142857143	104.142857142857	63.2857142857143	77	5.88571428571429	29.2857142857143	0	1.7	0.17	29.2857142857143
PA1273.P195.IRE	IRE	P0195	PA1273	NA	NA	Soil	Cfb	20	Gorey	Gorey		M	52.67437	-6.29735	1		1	0	3	3	6, 7	2	NA	6	4	3, 4	3	1	3	6	1	A	3	2, 3	2	40	NA	NA	NA	40	20	NA	69	20180430	21	34.9	11.1	5.3	1000	10.0428571428571	4.17142857142857	0.872857142857143	104.142857142857	63.2857142857143	77	5.88571428571429	29.2857142857143	0	1.7	0.17	29.2857142857143
PA1275.P196.IRE	IRE	P0196	PA1275	NA	NA	Soil	Cfb	14	New_Ross	New Ross		M	52.39283	-6.94348	0		1	0	2	2	1, 4	3	3	4	3	6	3	3	3	6	1	N	2	3	1	15	30	NA	NA	25	30	NA	8	20180430	25	30.5	16.5	10.33	5000	10.2571428571429	4.17142857142857	0.9	103.571428571429	64.2857142857143	67	5.44285714285714	26.7142857142857	0	1.44285714285714	0.151428571428571	26.7142857142857
PA1278.P196.IRE	IRE	P0196	PA1278	NA	NA	Soil	Cfb	14	New_Ross	New Ross		M	52.39283	-6.94348	0		1	0	3	4	1, 3, 2005	4	1	6	3	6	3	3	3	6	1	N	2	3	1	15	30	NA	NA	25	30	NA	8	20180430	25	30.5	16.5	10.33	5000	10.2571428571429	4.17142857142857	0.9	103.571428571429	64.2857142857143	67	5.44285714285714	26.7142857142857	0	1.44285714285714	0.151428571428571	26.7142857142857
PA1283.P197.IRE	IRE	P0197	PA1283	NA	NA	Soil	Cfb	20	Waterford	Waterford		M	52.26638	-7.10075	1		1	0	3	3	1, 4	4	2	4	3	4, 9	3	1	3	6	3	S, E	3	3, 4	2	35	5	5	10	40	5	NA	30	20180430	16.6	49.8	15.3	8.96	1000	10.3285714285714	4.28571428571429	0.902857142857143	98.7142857142857	64.2857142857143	69	5.78571428571429	27.5714285714286	0	1.05714285714286	0.157142857142857	27.5714285714286
PA1286.P197.IRE	IRE	P0197	PA1286	NA	NA	Soil	Cfb	20	Waterford	Waterford		M	52.267076	-7.101335	0		1	0	2	3	1	1	3	6	4	6, 4	4	2	4	12	1	S, E	2	3, 4	2	40	NA	40	NA	NA	20	NA	30	20180430	16.6	49.8	15.3	8.96	1000	10.3285714285714	4.28571428571429	0.902857142857143	98.7142857142857	64.2857142857143	69	5.78571428571429	27.5714285714286	0	1.05714285714286	0.157142857142857	27.5714285714286
PA1287.P198.IRE	IRE	P0198	PA1287	NA	NA	Soil	Cfb	14	Stradbally	Stradbally		M	52.13662	-7.46801	0		1	0	4	3	1, 5	1	1	6	3	2, 4	4	1	3	6	3	A	4	3, 4	1	30	NA	NA	40	20	10	NA	76	20180501	9.3	88.2	9.1	5.9	200	10.4142857142857	4.11428571428571	0.89	106.714285714286	83.1428571428571	73.7142857142857	6.25714285714286	33	1.28571428571429	1.61428571428571	0.17	34.2857142857143
PA1290.P198.IRE	IRE	P0198	PA1290	NA	NA	Soil	Cfb	14	Stradbally	Stradbally		M	52.13662	-7.46801	0		1	0	3	4	1	4	3	6	3	4	4	1	3	6	3	A	4	3, 4	1	30	NA	NA	40	20	10	NA	76	20180501	9.3	88.2	9.1	5.9	200	10.4142857142857	4.11428571428571	0.89	106.714285714286	83.1428571428571	73.7142857142857	6.25714285714286	33	1.28571428571429	1.61428571428571	0.17	34.2857142857143
PA1298.P202.IRE	IRE	P0202	PA1298	NA	NA	Soil	Cfb	20	Bansha	Bansha		M	52.44792	-8.06358	0		1	0	3	4	6, 3	3	NA	6	3	6, 4	3	3	4	6	3	W	2	3, 4	1	60	NA	20	20	NA	NA	NA	63	20180501	12.1	87.5	11.7	1.02	20	10.3857142857143	3.98571428571429	0.877142857142857	126.428571428571	82.4285714285714	64.1428571428571	3.97142857142857	31.4285714285714	1.14285714285714	2.01428571428571	0.178571428571429	32.5714285714286
PA1300.P200.IRE	IRE	P0200	PA1300	NA	NA	Soil	Cfb	20	Lismore	Lismore		M	52.13976	-7.9322	0		0	0	3	2	1	4	1	6	5	4	4	1	3	12	3	S	5	1, 4	1	5	5	5	20	20	35	NA	23	20180501	12.4	92.8	12.4	23.08	300	10.2	4.07142857142857	0.882857142857143	153.857142857143	82.5714285714286	66.8571428571429	5.07142857142857	32.5714285714286	0.142857142857143	1.92857142857143	0.165714285714286	32.7142857142857
PA1303.P200.IRE	IRE	P0200	PA1303	NA	NA	Soil	Cfb	14	Lismore	Lismore		M	52.13976	-7.9322	0		0	0	3	3	1, 5	2	3	6	4	4	4	1	3	12	3	S	5	1, 4	1	5	5	5	20	20	35	NA	23	20180501	12.4	92.8	12.4	23.08	300	10.2	4.07142857142857	0.882857142857143	153.857142857143	82.5714285714286	66.8571428571429	5.07142857142857	32.5714285714286	0.142857142857143	1.92857142857143	0.165714285714286	32.7142857142857
PA1313.P203.IRE	IRE	P0203	PA1313	NA	NA	Soil	Cfb	14	Limerick	Limerick		M	52.66856	-8.55832	0		1	0	3	3	1, 5, 2006	2	1	2	2	4, 9	3	2	3	4	3	W	4	3, 5	1	20	NA	15	NA	NA	65	NA	34	20180502	12.1	62.9	9	18.06	400	10.7142857142857	4.22857142857143	0.905714285714286	105.285714285714	81.7142857142857	57.5714285714286	4.48571428571429	30.5714285714286	2	2.15714285714286	0.17	32.5714285714286
PA1318.P204.IRE	IRE	P0204	PA1318	NA	NA	Soil	Cfb	14	Kilaloe	Kilaloe		M	52.812303	-8.456731	0		1	0	3	3	1, 3, 2005	1	1	6	3	4	3	3	2	2	3	S	4	3, 4	1	10	15	NA	25	NA	50	NA	58	20180502	17.3	59.1	18.5	3.68	300	10.6	3.98571428571429	0.878571428571429	111	81.5714285714286	58.1428571428571	4.04285714285714	32	1.71428571428571	2.21428571428571	0.187142857142857	33.7142857142857
PA1319.P204.IRE	IRE	P0204	PA1319	NA	NA	Soil	Cfb	14	Kilaloe	Kilaloe		M	52.812303	-8.456731	0		1	0	3	2	1	2	1	6	3	4	3	3	3	2	3	S	4	3, 4	1	10	15	NA	25	NA	50	NA	58	20180502	17.3	59.1	18.5	3.68	300	10.6	3.98571428571429	0.878571428571429	111	81.5714285714286	58.1428571428571	4.04285714285714	32	1.71428571428571	2.21428571428571	0.187142857142857	33.7142857142857
PA1325.P205.IRE	IRE	P0205	PA1325	NA	NA	Soil	Cfb	14	Bodyke	Bodyke		M	52.89413	-8.5529	0		1	0	2	3	1, 8	3	1	3	3	4	4	1	3	4	3	A	4	3, 4	1	35	15	NA	25	NA	25	NA	46	20180502	15.5	57	13.4	24.21	5000	10.5	3.88571428571429	0.875714285714286	120.714285714286	81.5714285714286	57.4285714285714	4.1	31.5714285714286	1.57142857142857	2.41428571428571	0.184285714285714	33
PA1327.P205.IRE	IRE	P0205	PA1327	NA	NA	Soil	Cfb	14	Bodyke	Bodyke		M	52.89413	-8.5529	0		1	0	2	4	1	2	1	4	6	6	4	1	3	4	3	A	4	3, 4	1	35	15	NA	25	NA	25	NA	46	20180502	15.5	57	13.4	24.21	5000	10.5	3.88571428571429	0.875714285714286	120.714285714286	81.5714285714286	57.4285714285714	4.1	31.5714285714286	1.57142857142857	2.41428571428571	0.184285714285714	33
PA1332.P206.IRE	IRE	P0206	PA1332	NA	NA	Soil	Cfb	20	Ennis	Ennis		M	52.83387	-8.99243	0		0	0	1	3	5	2	1	3	2	4	3	1	2	2	3	A	5	4, 5	1	70	5	10	NA	NA	15	NA	7	20180502	17.4	52.3	13.7	16.12	300	10.9714285714286	4.48571428571429	0.9	108.857142857143	82.1428571428571	57	4.75714285714286	33.7142857142857	1.71428571428571	2.42857142857143	0.195714285714286	35.4285714285714
PA1334.P206.IRE	IRE	P0206	PA1334	NA	NA	Soil	Cfb	20	Ennis	Ennis		M	52.83387	-8.99243	0		0	0	1	2	1	1	1	5	2	6, 9	3	1	2	2	3	A	5	4, 5	1	70	5	10	NA	NA	15	NA	7	20180502	17.4	52.3	13.7	16.12	300	10.9714285714286	4.48571428571429	0.9	108.857142857143	82.1428571428571	57	4.75714285714286	33.7142857142857	1.71428571428571	2.42857142857143	0.195714285714286	35.4285714285714
PA1336.P207.IRE	IRE	P0207	PA1336	NA	NA	Soil	Cfb	90	ODea	10.9	9.1	9.2	7.7	8.8	12.3	16.6	5.3	3.9	3.5	1.3	1.8	4.8	8.6	0.92	0.85	0.85	0.66	0.75	0.94	1.16	120	144	199	77	96	132	62	32	20	25	63	89	145	203	3.3	4	6.2	5.4	4.6	4.9	4	20	15	19	28	33	50	83	20	15	19	28	33	50	74	0	0	0	0	0	0	9	58	58	58	58	58	58	43	1.7	1.8	2.8	2.3	2.3	3.6	3	0.18	0.13	0.13	0.21	0.17	0.21	0.35	ODea		M	52.91175	-9.06598	0		1	0	1	2	1	1	1	1	3	"6, 4"	3	3	2	4	3	2	1	W	3	"3, 4"	3	1	25	20	5			50		26	20180502	15:25	20.5	44.4	23.3	21.59	1000
PA1339.P207.IRE	IRE	P0207	PA1339	NA	NA	SOIL		Cfb	90	ODea	ODea		M	52.91175	-9.06598	0		1	0	1	2	1	1	1	1	3	6, 4	3	3	2	4	3	W	3	3, 4	1	25	20	5	NA	NA	50	NA	26	20180502	20.5	44.4	23.3	21.59	1000	10.6571428571429	4.17142857142857	0.875714285714286	118.571428571429	82.4285714285714	55.8571428571429	4.62857142857143	34.1428571428571	1.28571428571429	2.5	0.197142857142857	35.4285714285714
PA1343.P208.IRE	IRE	P0208	PA1343	NA	NA	Soil	Cfb	14	Ballinrobe	Ballinrobe		M	53.62622	-9.22583	0		1	0	2	3	1	3	1	6	4	6	4	1	1	6	3	A	2	3, 4	1	25	NA	5	60	NA	10	NA	28	20180503	14.9	78.9	13	28.26	5000	10.2857142857143	3.97142857142857	0.867142857142857	111.857142857143	81.8571428571429	44.8571428571429	4.71428571428571	32.4285714285714	1.28571428571429	2.54285714285714	0.178571428571429	33.5714285714286
PA1344.P208.IRE	IRE	P0208	PA1344	NA	NA	Soil	Cfb	14	Ballinrobe	Ballinrobe		M	53.62622	-9.22583	1		1	1	3	2	1, 5	3	NA	3	6	6	4	1	1	6	3	A	2	3, 4	1	25	NA	5	60	NA	10	NA	28	20180503	14.9	78.9	13	28.26	5000	10.2857142857143	3.97142857142857	0.867142857142857	111.857142857143	81.8571428571429	44.8571428571429	4.71428571428571	32.4285714285714	1.28571428571429	2.54285714285714	0.178571428571429	33.5714285714286
PA1347.P209.IRE	IRE	P0209	PA1347	NA	NA	Soil	Cfb	190	Friary_of_Ross	Friary of Ross		M	53.47957	-9.13189	0		1	0	3	4	1	3	1	6	3	1, 5	4	1	4	4	3	A	3	3, 5	2	60	NA	NA	NA	10	30	NA	15	20180503	13.4	84.9	17.1	15.93	300	10.5142857142857	4.04285714285714	0.87	108.142857142857	82.1428571428571	47.7142857142857	4.78571428571429	33.4285714285714	1.28571428571429	2.44285714285714	0.188571428571429	34.7142857142857
PA1351.P209.IRE	IRE	P0209	PA1351	NA	NA	Soil	Cfb	190	Friary_of_Ross	Friary of Ross		M	53.479157	-9.131787	0		1	0	2	3	1	1	3	2	3	6, 4	3	4	1	4	3	A	3	3, 5	2	60	NA	NA	NA	10	30	NA	15	20180503	13.4	84.9	17.1	15.93	300	10.5142857142857	4.04285714285714	0.87	108.142857142857	82.1428571428571	47.7142857142857	4.78571428571429	33.4285714285714	1.28571428571429	2.44285714285714	0.188571428571429	34.7142857142857
PA1355.P210.IRE	IRE	P0210	PA1355	NA	NA	Soil	Cfb	120	Claregalway	Claregalway		M	53.34742	-8.9437	0		1	0	1	3	1	3	3	5	6	6	4	1	3	4	3	A	2	3, 4	2	20	NA	10	20	NA	50	NA	9	20180503	15.3	78.6	13.6	19.08	300	10.5142857142857	3.91428571428571	0.887142857142857	103.571428571429	82	51.4285714285714	5.21428571428571	32.1428571428571	1.42857142857143	2.45714285714286	0.172857142857143	33.5714285714286
PA1358.P210.IRE	IRE	P0210	PA1358	NA	NA	Soil	Cfb	120	Claregalway	Claregalway		M	53.34742	-8.9437	0		1	0	3	3	1	3	1	6	3	7	3	1	3	4	3	A	2	3, 4	2	20	NA	10	20	NA	50	NA	9	20180503	15.3	78.6	13.6	19.08	300	10.5142857142857	3.91428571428571	0.887142857142857	103.571428571429	82	51.4285714285714	5.21428571428571	32.1428571428571	1.42857142857143	2.45714285714286	0.172857142857143	33.5714285714286
PA1360.P211.IRE	IRE	P0211	PA1360	NA	NA	Soil	Cfb	30	Letterfrack	Letterfrack		M	53.55223	-9.94931	0		0	0	4	3	5, 7	3	3	6	3	3	4	1	1	4	3	S, W	2	2	1	90	10	NA	NA	NA	NA	NA	29	20180504	15.5	83.9	17.8	4.34	50	10.2142857142857	4.24285714285714	0.864285714285714	118.857142857143	82	36	6.47142857142857	36.1428571428571	0.571428571428571	2.31428571428571	0.185714285714286	36.7142857142857
PA1364.P211.IRE	IRE	P0211	PA1364	NA	NA	Soil	Cfb	30	Letterfrack	Letterfrack		M	53.55223	-9.94931	0		0	0	4	4	5, 7	4	1	6	1	3	4	1	1	4	3	S, W	2	2	1	90	10	NA	NA	NA	NA	NA	29	20180504	15.5	83.9	17.8	4.34	50	10.2142857142857	4.24285714285714	0.864285714285714	118.857142857143	82	36	6.47142857142857	36.1428571428571	0.571428571428571	2.31428571428571	0.185714285714286	36.7142857142857
PA1367.P212.IRE	IRE	P0212	PA1367	NA	NA	Soil	Cfb	30	Roundstone	Roundstone		M	53.39631	-9.91893	0		0	0	2	3	1, 5	2	1	2	4	4	4	2	3	12	1	N	1	1	1	NA	NA	NA	50	NA	50	NA	-5	20180504	16.5	76.1	17.3	7.54	100	10.6142857142857	4.45714285714286	0.867142857142857	118.571428571429	83.2857142857143	37.7142857142857	6.11428571428571	38.5714285714286	0.857142857142857	2.22857142857143	0.207142857142857	39.2857142857143
PA1372.P213.IRE	IRE	P0213	PA1372	NA	NA	Soil	Cfb	30	Oughterard	Oughterard		M	53.43545	-9.30709	0		1	0	3	4	1	3	1	6	4	4, 7	3	1	4	12	3	A	5	4	1	20	25	5	NA	NA	50	NA	13	20180504	19	65.3	18.9	0.19	100	10.7857142857143	4.34285714285714	0.868571428571429	108.428571428571	82.2857142857143	45.8571428571429	4.71428571428571	35.7142857142857	1.28571428571429	2.44285714285714	0.215714285714286	37.1428571428571
PA1374.P213.IRE	IRE	P0213	PA1374	NA	NA	Soil	Cfb	14	Oughterard	Oughterard		M	53.43545	-9.30709	0		1	0	3	4	1	3	1	6	6	3, 7	3	1	4	12	3	A	5	4	1	20	25	5	NA	NA	50	NA	13	20180504	19	65.3	18.9	0.19	100	10.7857142857143	4.34285714285714	0.868571428571429	108.428571428571	82.2857142857143	45.8571428571429	4.71428571428571	35.7142857142857	1.28571428571429	2.44285714285714	0.215714285714286	37.1428571428571
PA1379.P214.IRE	IRE	P0214	PA1379	NA	NA	Soil	Cfb	14	Boleybeg	Boleybeg		M	53.27923	-9.13919	0		0	0	3	3	1	4	1	3	3	3, 4	3	1	3	12	1	S	2	2	1	10	5	5	10	NA	70	NA	58	20180504	18.9	65.7	16.1	12.95	100	10.6857142857143	4.11428571428571	0.878571428571429	111.857142857143	82.4285714285714	49.7142857142857	5.61428571428571	35.4285714285714	1.28571428571429	2.45714285714286	0.195714285714286	36.7142857142857
PA1382.P214.IRE	IRE	P0214	PA1382	NA	NA	Soil	Cfb	30	Boleybeg	Boleybeg		M	53.27923	-9.13919	0		0	1	4	3	5, 6	3	5	5	5	3	3	1	1	12	1	S	2	2	1	10	5	5	10	NA	70	NA	58	20180504	18.9	65.7	16.1	12.95	100	10.6857142857143	4.11428571428571	0.878571428571429	111.857142857143	82.4285714285714	49.7142857142857	5.61428571428571	35.4285714285714	1.28571428571429	2.45714285714286	0.195714285714286	36.7142857142857
PA1383.P215.IRE	IRE	P0215	PA1383	NA	NA	Soil	Cfb	30	Ballinasloe	Ballinasloe		M	53.32991	-8.22293	0		1	0	3	3	1, 3	2	1	5	3	3, 4	3	3	3	12	1	S, E	4	2, 4	1	10	NA	NA	70	NA	20	NA	45	20180505	16.3	77.4	15.7	7.3	100	10.3571428571429	3.48571428571429	0.861428571428571	92.7142857142857	80.7142857142857	53.7142857142857	3.77142857142857	30.1428571428571	2	2.17142857142857	0.182857142857143	32.1428571428571
PA1386.P215.IRE	IRE	P0215	PA1386	NA	NA	Soil	Cfb	70	Ballinasloe	Ballinasloe		M	53.32991	-8.22293	0		1	0	2	4	1	1	3	1	3	3, 4	3	2	3	12	1	S, E	4	2, 4	1	10	NA	NA	70	NA	20	NA	45	20180505	16.3	77.4	15.7	7.3	100	10.3571428571429	3.48571428571429	0.861428571428571	92.7142857142857	80.7142857142857	53.7142857142857	3.77142857142857	30.1428571428571	2	2.17142857142857	0.182857142857143	32.1428571428571
PA1396.P232.IRE	IRE	P0232	PA1396	NA	NA	Soil	Cfb	70	Ballyvaughan	Ballyvaughan		M	53.115	-9.15044	0		0	0	3	3	1	1	1	3	5	3, 4	3	1	3	4	3	A	1	2	1	NA	NA	NA	50	NA	50	NA	6	20180505	18.6	58.5	n/a	n/a	100	10.7	4.2	0.884285714285714	113.428571428571	82.7142857142857	50.7142857142857	5.41428571428571	34.8571428571429	1.42857142857143	2.47142857142857	0.191428571428571	36.1428571428571
PA1399.P233.IRE	IRE	P0233	PA1399	NA	NA	Soil	Cfb	190	Corcomore_Abbey	Corcomore Abbey		M	53.12682	-9.05359	0		0	0	4	5	1, 8	4	1	6	6	6	3	1	1	6	3	S, E	3	3	1	80	NA	NA	20	NA	NA	NA	28	20180505	23.1	54	20.7	11.09	300	10.9714285714286	4.4	0.887142857142857	111.428571428571	83.1428571428571	51.4285714285714	5.44285714285714	36.2857142857143	1.57142857142857	2.54285714285714	0.202857142857143	37.7142857142857
PA1403.P234.IRE	IRE	P0234	PA1403	NA	NA	Soil	Cfb	190	Kinvarra	Kinvarra		M	53.12851	-8.95637	0		0	1	3	2	1	3	NA	5	4	3, 4	3	1	2	6	3	A	2	2, 3	1	35	NA	NA	40	NA	15	NA	18	20180505	19	59.8	18.7	6.74	2000	10.9	4.28571428571429	0.898571428571429	108.285714285714	82.7142857142857	53	5.38571428571429	34.2857142857143	1.71428571428571	2.57142857142857	0.19	36
PA1406.P234.IRE	IRE	P0234	PA1406	NA	NA	Soil	Cfb	70	Kinvarra	Kinvarra		M	53.15847	-8.95662	0		0	0	4	3	5	2	1	6	1	3	2	1	1	6	3	A	2	2, 3	1	35	NA	NA	40	NA	15	NA	18	20180505	19	59.8	18.7	6.74	2000	10.9	4.28571428571429	0.898571428571429	108.285714285714	82.7142857142857	53	5.38571428571429	34.2857142857143	1.71428571428571	2.57142857142857	0.19	36
PA1417.P0266.SS	SSD	P0266	PA1417	NA	NA	Soil	Cfb	70	Kulturen-1	Kulturen-1		M	55.70546	13.19611	0		0	0	4	3	1, 3	1	5	6	1	5, 2	2	1	3	12	1	A	1	1	1	5	NA	10	NA	35	50	NA	47	20180507	31.2	27.4	37.7	3.88	200	8.32857142857143	2.95714285714286	0.744285714285714	49.4285714285714	86.7142857142857	91.5714285714286	4.18571428571429	28.4285714285714	6.42857142857143	3.28571428571429	0.244285714285714	34.8571428571429
PA1418.P0266.SS	SSD	P0266	PA1418	NA	NA	Soil	Cfb	130	Kulturen-1	Kulturen-1		M	55.70546	13.19611	0		0	0	4	3	1, 3, 2006	2	3	3	1	5, 2	2	1	3	12	1	A	1	1	1	5	NA	10	NA	35	50	NA	47	20180507	31.2	27.4	37.7	3.88	200	8.32857142857143	2.95714285714286	0.744285714285714	49.4285714285714	86.7142857142857	91.5714285714286	4.18571428571429	28.4285714285714	6.42857142857143	3.28571428571429	0.244285714285714	34.8571428571429
PA1423.P0267.SS	SSD	P0267	PA1423	NA	NA	Soil	Cfb	130	Grab-1	Grab-1		M	55.75142	13.04138	0		1	1	3	2	1, 3	2	5	6	3	6, 5	2	1	3	6	2	A	2	3, 2	1	50	15	5	NA	NA	25	NA	3	20180507	32.3	26.3	27.1	4.16	150	8.47142857142857	2.78571428571429	0.752857142857143	48.7142857142857	86.7142857142857	88.1428571428571	4.51428571428571	28	6.28571428571429	3.3	0.237142857142857	34.1428571428571
